747819188712.000000 0.000002 0.000005	0.000005	0.000000	0.000005	0.000000	0.000004	0.000000	0.000004	0.000000	-0.000003	0.000000	-0.000003	0.000000	2208271.263869
747819226231.000000 0.018056 0.018061	0.018064	0.000000	0.018064	0.000006	0.013838	0.000000	0.013838	0.000005	-0.011611	0.000000	-0.011611	0.000004	-19433.202090
747819255478.000000 0.014075 0.032134	0.050194	0.000000	0.050194	0.000029	0.038451	0.000000	0.038451	0.000022	-0.032264	0.000000	-0.032264	0.000018	-17657.404342
747819282485.000000 0.012998 0.045130	0.095319	0.000000	0.095319	0.000085	0.073019	0.000000	0.073019	0.000065	-0.061270	0.000000	-0.061270	0.000054	-15960.071656
747819308984.000000 0.012753 0.057881	0.153194	0.000000	0.153194	0.000198	0.117354	0.000000	0.117354	0.000151	-0.098471	0.000000	-0.098471	0.000127	-13989.690763
747819332645.000000 0.011387 0.069266	0.222453	0.000000	0.222453	0.000373	0.170409	0.000000	0.170409	0.000286	-0.142990	0.000000	-0.142990	0.000240	-11359.637256
747819362378.000000 0.014309 0.083573	0.306018	0.000000	0.306018	0.000739	0.234423	0.000000	0.234423	0.000566	-0.196705	0.000000	-0.196705	0.000475	-9609.368378
747819391063.000000 0.013805 0.097376	0.403385	0.000000	0.403385	0.001281	0.309011	0.000000	0.309011	0.000982	-0.259291	0.000000	-0.259291	0.000824	-6211.767109
747819424282.000000 0.015987 0.113361	0.516734	0.000000	0.516734	0.002218	0.395842	0.000000	0.395842	0.001699	-0.332151	0.000000	-0.332151	0.001426	-3365.466633
747819454509.000000 0.014547 0.127906	0.644627	0.000000	0.644627	0.003417	0.493813	0.000000	0.493813	0.002618	-0.414358	0.000000	-0.414358	0.002196	1079.060859
747819489386.000000 0.016785 0.144690	0.789302	0.000000	0.789302	0.005334	0.604641	0.000000	0.604641	0.004086	-0.507354	0.000000	-0.507354	0.003429	4575.179975
747819530077.000000 0.019582 0.164269	0.953555	0.000000	0.953555	0.008401	0.730465	0.000000	0.730465	0.006436	-0.612933	0.000000	-0.612933	0.005400	8913.024529
747819566968.000000 0.017754 0.182020	1.135557	0.000000	1.135557	0.012071	0.869887	0.000000	0.869887	0.009247	-0.729922	0.000000	-0.729922	0.007759	14889.594357
747819599515.000000 0.015663 0.197682	1.333220	0.000000	1.333220	0.016199	1.021305	0.000000	1.021305	0.012409	-0.856977	0.000000	-0.856977	0.010413	21302.503586
747819631437.000000 0.015363 0.213042	1.546241	0.000000	1.546241	0.021260	1.184489	0.000000	1.184489	0.016286	-0.993904	0.000000	-0.993904	0.013665	27367.943747
747819662155.000000 0.014783 0.227824	1.774042	0.000000	1.774042	0.027235	1.358995	0.000000	1.358995	0.020863	-1.140332	0.000000	-1.140332	0.017506	34201.528679
747819689918.000000 0.013362 0.241183	2.000000	0.000000	2.000000	0.033680	1.532089	0.000000	1.532089	0.025800	-1.285575	0.000000	-1.285575	0.021649	40885.508244
747819717249.000000 0.013153 0.254335	2.000000	0.000000	2.000000	0.040371	1.532089	0.000000	1.532089	0.030926	-1.285575	0.000000	-1.285575	0.025950	29634.774108
747819747907.000000 0.014755 0.269087	2.000000	0.000000	2.000000	0.048311	1.532089	0.000000	1.532089	0.037009	-1.285575	0.000000	-1.285575	0.031054	32334.011479
747819776890.000000 0.013948 0.283033	2.000000	0.000000	2.000000	0.056207	1.532089	0.000000	1.532089	0.043057	-1.285575	0.000000	-1.285575	0.036129	31548.874822
747819806320.000000 0.014163 0.297195	2.000000	0.000000	2.000000	0.064625	1.532089	0.000000	1.532089	0.049506	-1.285575	0.000000	-1.285575	0.041540	30724.452699
747819833721.000000 0.013188 0.310380	2.000000	0.003000	1.997000	0.072799	1.532089	0.003000	1.529089	0.055765	-1.285575	0.000000	-1.285575	0.046802	34141.043996
747819864677.000000 0.014898 0.325276	2.000000	0.003000	1.997000	0.082476	1.532089	0.003000	1.529089	0.063174	-1.285575	0.000000	-1.285575	0.053032	33216.375591
747819893257.000000 0.013755 0.339028	2.000000	0.003000	1.997000	0.091789	1.532089	0.003000	1.529089	0.070305	-1.285575	0.000000	-1.285575	0.059027	32252.612742
747819922222.000000 0.013940 0.352965	2.000000	0.003000	1.997000	0.101615	1.532089	0.003000	1.529089	0.077828	-1.285575	0.000000	-1.285575	0.065352	31249.230178
747819951594.000000 0.014135 0.367099	2.000000	0.003000	1.997000	0.111977	1.532089	0.003000	1.529089	0.085763	-1.285575	0.000000	-1.285575	0.072023	30205.668429
