-30500	-30465	-35	0.000000	0.000006
-30465	-29813	-652	3.141382	0.299592
-29813	-29159	-654	119.572615	0.598140
-29159	-28504	-655	297.531083	0.900358
-28504	-27847	-657	532.114610	1.199046
-27847	-27190	-657	832.298382	1.503029
-27190	-26532	-658	1177.075490	1.795326
-26532	-25873	-659	1592.881631	2.096711
-25873	-25213	-660	2066.759835	2.396737
-25213	-24552	-661	2600.766483	2.696761
-24552	-23889	-663	3195.485049	2.996969
-23889	-23227	-662	3850.812439	3.296783
-23227	-22101	-1126	4565.915236	3.597084
-22101	-21436	-665	6266.058036	3.976760
-21436	-20772	-664	7123.181328	4.278043
-20772	-20108	-664	8030.128697	4.576496
-20108	-19443	-665	9001.225309	4.876406
-19443	-18777	-666	10032.320092	5.175965
-18777	-18112	-665	11127.200612	5.476166
-18112	-17446	-666	12257.876074	5.770797
-17446	-16780	-666	13472.817659	6.071264
-16780	-16115	-665	14743.675351	6.370785
-16115	-15449	-666	16075.373194	6.670971
-15449	-14784	-665	17469.321745	6.971206
-14784	-14118	-666	18919.975633	7.271214
-14118	-13452	-666	20432.249848	7.571125
-13452	-12785	-667	22006.777852	7.871467
-12785	-12117	-668	23638.351104	8.170838
-12117	-11453	-664	25336.372107	8.470915
-11453	-10785	-668	27080.947496	8.770483
-10785	-10113	-672	28891.679049	9.069363
-10113	-9430	-683	30785.442356	9.370115
-9430	-8747	-683	32768.766539	9.670398
-8747	-8063	-684	34808.523962	9.969938
-8063	-7379	-684	36918.743529	10.270327
-7379	-6695	-684	39082.848187	10.569662
-6693	-6009	-684	41313.372722	10.869670
-6006	-5323	-683	43603.739159	11.169457
