0.000001	0.000000	0.000000	0.000007	0.000001	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000007	3.978125	0.000000	0.000000	0.000007	0.312500	0.000000	0.000000	0.000007	918577.373410	0.000000	0.000029	0.000007	0.000001	0.000000	3.978125	0.000001	0.312500	918577.373410	0.000004
0.001830	0.000000	6.111817	0.009749	0.001826	0.000000	6.097091	0.009749	0.000127	0.000000	0.424011	0.009749	3.978125	0.000000	13286.354352	0.009749	0.000000	0.000000	0.000018	0.009749	0.000012	0.000000	0.038811	0.009749	0.001826	0.000127	3.978125	0.001830	0.000000	0.000012	342584.548794
0.006307	0.000000	47.165875	0.018999	0.006292	0.000000	47.052234	0.018999	0.000438	0.000000	3.272161	0.018999	3.978125	0.000000	39179.675273	0.018999	0.000000	0.000000	0.000103	0.018999	0.000012	0.000000	0.114394	0.018999	0.006292	0.000438	3.978125	0.006307	0.000000	0.000012	342584.722894
0.015451	0.000000	216.281341	0.031948	0.015414	0.000000	215.760235	0.031948	0.001072	0.000000	15.004650	0.031948	3.978125	0.000000	82720.380728	0.031948	0.000000	0.000000	0.000395	0.031948	0.000012	0.000000	0.241488	0.031948	0.015414	0.001072	3.978125	0.015451	0.000000	0.000012	342584.735843
0.031378	0.000000	686.428944	0.043737	0.031302	0.000000	684.775069	0.043737	0.002177	0.000000	47.621426	0.043737	3.978125	0.000000	142326.699618	0.043737	0.000000	0.000000	0.001092	0.043737	0.000012	0.000000	0.415478	0.043737	0.031302	0.002177	3.978125	0.031378	0.000000	0.000012	342584.747632
0.057768	0.000000	1816.022787	0.057077	0.057629	0.000000	1811.647280	0.057077	0.004008	0.000000	125.987688	0.057077	3.978125	0.000000	220114.221037	0.057077	0.000000	0.000000	0.002598	0.057077	0.000012	0.000000	0.642539	0.057077	0.057629	0.004008	3.978125	0.057768	0.000000	0.000012	342584.760973
0.100103	0.000000	4276.084365	0.071735	0.099862	0.000000	4265.781609	0.071735	0.006945	0.000000	296.655959	0.071735	3.978125	0.000000	317877.851800	0.071735	0.000000	0.000000	0.005635	0.071735	0.000012	0.000000	0.927910	0.071735	0.099862	0.006945	3.978125	0.100103	0.000000	0.000012	342584.775629
0.165875	0.000000	9040.434725	0.083841	0.165475	0.000000	9018.652791	0.083841	0.011508	0.000000	627.185670	0.083841	3.978125	0.000000	432139.923133	0.083841	0.000000	0.000000	0.011149	0.083841	0.000012	0.000000	1.261439	0.083841	0.165475	0.011508	3.978125	0.165875	0.000000	0.000012	342584.787736
0.266586	0.000000	17697.971143	0.094796	0.265944	0.000000	17655.329825	0.094796	0.018495	0.000000	1227.807536	0.094796	3.978125	0.000000	561331.779157	0.094796	0.000000	0.000000	0.020696	0.094796	0.000012	0.000000	1.638548	0.094796	0.265944	0.018495	3.978125	0.266586	0.000000	0.000012	342584.798691
0.420156	0.000000	33263.548610	0.108140	0.419143	0.000000	33183.403743	0.108140	0.029149	0.000000	2307.678962	0.108140	3.978125	0.000000	708710.089474	0.108140	0.000000	0.000000	0.037303	0.108140	0.000012	0.000000	2.068743	0.108140	0.419143	0.029149	3.978125	0.420156	0.000000	0.000012	342584.812035
