-30500	-30494	-6	0.000000	342585.229079
-30494	-30124	-370	1.532672	0.306970
-30124	-29753	-371	132.514189	0.309957
-29753	-29382	-371	306.177087	0.320124
-29382	-29064	-318	519.135318	0.321759
-29064	-28745	-319	718.035130	0.300116
-28745	-28426	-319	945.379221	0.299050
-28426	-28109	-317	1201.553562	0.299367
-28109	-27791	-318	1485.075970	0.299891
-27791	-27420	-371	1797.897652	0.299720
-27420	-27051	-369	2226.275815	0.320506
-27051	-26681	-370	2688.771469	0.319561
-26681	-26311	-370	3193.512634	0.321462
-26311	-25995	-316	3732.764718	0.319401
-25995	-25625	-370	4192.367704	0.299134
-25625	-25256	-369	4807.085399	0.320565
-25256	-24885	-371	5458.199053	0.320629
-24885	-24518	-367	6147.762554	0.319217
-24518	-24148	-370	6879.572986	0.324394
-24148	-23780	-368	7635.539519	0.316127
-23780	-23412	-368	8436.181182	0.320714
-23412	-23044	-368	9268.812840	0.318568
-23044	-22677	-367	10237.707268	0.353144
-22677	-22360	-317	11070.324464	0.292801
-22360	-22043	-317	11832.873995	0.298925
-22043	-21727	-316	12623.087304	0.298684
-21727	-21405	-322	13442.122562	0.299789
-21405	-21082	-323	14311.529707	0.301764
-21082	-20760	-322	15207.657466	0.300016
-20760	-20438	-322	16134.469554	0.301428
-20438	-20115	-323	17069.792519	0.295077
-20115	-19793	-322	18057.980472	0.301553
-19793	-19470	-323	19060.869908	0.298223
-19470	-19148	-322	20107.976044	0.301693
-19148	-18827	-321	21169.589660	0.298529
-18827	-18503	-324	22265.417718	0.300911
-18503	-18181	-322	23392.394085	0.298733
-18181	-17858	-323	24549.361384	0.300816
-17858	-17536	-322	25736.478547	0.300157
-17536	-17213	-323	26942.037238	0.298490
-17210	-16891	-319	28188.236964	0.300403
-16888	-16566	-322	29444.458125	0.299626
-16564	-16333	-231	30742.776300	0.299936
-16331	-16100	-231	31566.907142	0.260350
-16097	-15867	-230	32403.881348	0.259493
-15864	-15634	-230	33257.164514	0.260828
-15631	-15368	-263	34118.275735	0.258522
-15631	-15366	-265	35132.963962	0.261677
-15631	-15367	-264	36000.889958	0.218890
-15631	-15367	-264	36884.028087	0.220326
-15631	-15367	-264	37778.518804	0.219971
-15631	-15367	-264	38683.855622	0.219510
-15631	-15367	-264	39604.675793	0.220162
-15631	-15367	-264	40537.175199	0.219902
-15631	-15367	-264	41482.371480	0.219886
-15631	-15367	-264	42444.929304	0.220927
-15631	-15367	-264	43410.641664	0.218752
-15631	-15367	-264	44398.799725	0.220918
-15631	-15367	-264	45412.174019	0.223604
-15631	-15367	-264	46405.128580	0.216371
-15631	-15367	-264	47422.840066	0.219007
-15631	-15367	-264	48461.409884	0.220728
-15631	-15367	-264	49511.201459	0.220387
-15631	-15367	-264	50571.211519	0.219854
