-30500	-30465	-35	0.000000
-30465	-30073	-392	1.939575
-30073	-29684	-389	46.711301
-29684	-29292	-392	113.652703
-29292	-28900	-392	203.251388
-28900	-28511	-389	318.834890
-28511	-28117	-394	449.636616
-28117	-27719	-398	607.717246
-27719	-27315	-404	793.204677
-27315	-26911	-404	999.637277
-26911	-26506	-405	1233.850303
-26506	-26100	-406	1488.526785
-26100	-25694	-406	1767.593979
-25694	-25287	-407	2070.914687
-25287	-24879	-408	2399.022783
-24879	-24473	-406	2751.312988
-24473	-24065	-408	3123.934404
-24065	-23658	-407	3524.467398
-23658	-23248	-410	3948.116261
-23248	-22839	-409	4393.515242
-22839	-22429	-410	4862.989502
-22429	-22020	-409	5362.250106
-22020	-21608	-412	5876.617620
-21608	-21197	-411	6422.354386
-21197	-20785	-412	6989.667136
-20785	-20373	-412	7581.064222
-20373	-19929	-444	8197.816964
-19929	-17914	-2015	9695.502767
-17914	-17498	-416	13063.037550
-17498	-17089	-409	13784.273298
-17089	-16674	-415	14512.851914
-16674	-16259	-415	15284.786046
-16259	-15845	-414	16071.252596
-15845	-15429	-416	16894.169072
-15429	-15015	-414	17723.691495
-15015	-14600	-415	18583.602582
-14600	-14184	-416	19467.085463
-14184	-13769	-415	20381.619289
-13769	-12614	-1155	21317.886638
-12614	-11611	-1003	26535.110790
-11611	-11198	-413	28994.459140
-11198	-10783	-415	30000.703673
-10783	-10369	-414	31054.006221
-10369	-9955	-414	32126.849478
-9955	-9540	-415	33220.843813
-9540	-9125	-415	34356.773354
-9125	-8711	-414	35492.947290
-8711	-8296	-415	36658.354645
-8296	-7882	-414	37874.881518
-7882	-7469	-413	39068.680205
-7469	-7056	-413	40304.374837
-7056	-6642	-414	41573.336285
-6638	-6227	-411	42857.345094
-6223	-5814	-409	44154.197771
-5810	-5401	-409	45475.822446
-5393	-4997	-396	46816.453337
-4986	-4584	-402	48138.356355
-4557	-4176	-381	49506.201863
-4308	-3708	-600	50819.592334
-4308	-3721	-587	52571.185613
-4308	-3722	-586	54005.396423
-4308	-3722	-586	55358.172955
-4308	-3722	-586	56775.409077
-4308	-3722	-586	58206.512326
-4308	-3722	-586	59648.892029
-4308	-3722	-586	61099.613624
-4308	-3722	-586	62571.875955
-4308	-3722	-586	64059.506392
-4308	-3722	-586	65570.768309
-4308	-3722	-586	67081.172216
-4308	-3722	-586	68622.025119
-4308	-3722	-586	70166.999162
-4308	-3722	-586	71742.313074
-4308	-3722	-586	73320.653614
-4308	-3722	-586	74902.838070
-4308	-3722	-586	76506.477274
-4308	-3722	-586	78148.943848
-4308	-3722	-586	79766.956167
-4308	-3722	-586	81428.222379
-4308	-3722	-586	83097.377502
-4308	-3722	-586	84771.776135
-4308	-3722	-586	86470.961590
-4308	-3722	-586	88185.131999
-4308	-3722	-586	90565.746735
-4308	-3722	-586	92317.846030
-4308	-3722	-586	94087.686360
-4308	-3722	-586	95860.616353
-4308	-3722	-586	97653.581216
-4308	-3722	-586	99476.451917
-4308	-3722	-586	101288.800926
-4308	-3722	-586	103122.723090
-4308	-3722	-586	104980.096938
-4308	-3722	-586	106843.161076
-4308	-3722	-586	108724.033381
-4308	-3722	-586	110628.141572
-4308	-3722	-586	112534.314658
-4308	-3722	-586	114951.047488
-4308	-3722	-586	116897.294348
-4308	-3722	-586	118907.169435
-4308	-3722	-586	120836.563531
-4308	-3722	-586	126196.579683
-4308	-3722	-586	128170.837267
-4308	-3722	-586	130213.475361
-4308	-3722	-586	132272.049597
-4308	-3722	-586	134359.977143
-4308	-3722	-586	136453.791311
-4308	-3722	-586	138553.230489
-4308	-3722	-586	140679.086368
-4308	-3722	-586	142814.294662
-4308	-3722	-586	144961.766839
-4308	-3722	-586	147129.019600
-4308	-3722	-586	149313.602494
-4308	-3722	-586	151510.613486
-4308	-3722	-586	153733.361851
-4308	-3722	-586	155948.410059
-4308	-3722	-586	158189.375775
-4308	-3722	-586	160455.659180
-4308	-3722	-586	162723.970244
-4308	-3722	-586	165305.780576
-4308	-3722	-586	171122.241516
-4308	-3722	-586	173449.810243
-4308	-3722	-586	175815.702786
-4308	-3722	-586	178181.335529
-4308	-3722	-586	180575.813785
-4308	-3722	-586	182975.705676
-4308	-3722	-586	185386.673844
-4308	-3722	-586	187825.311204
-4308	-3722	-586	190268.607275
-4308	-3722	-586	192767.996298
-4308	-3722	-586	195208.683435
-4308	-3722	-586	197704.515951
-4308	-3722	-586	200199.726969
-4308	-3722	-586	202727.960007
-4308	-3722	-586	205262.917865
-4308	-3722	-586	207820.762699
-4308	-3722	-586	210383.434715
-4308	-3722	-586	212964.467813
-4308	-3722	-586	215559.750440
-4308	-3722	-586	218174.404168
-4308	-3722	-586	220797.207413
-4308	-3722	-586	223442.527556
-4308	-3722	-586	226099.629985
-4308	-3722	-586	228769.194954
-4308	-3722	-586	231449.026922
-4308	-3722	-586	234216.872835
-4308	-3722	-586	236873.055911
-4308	-3722	-586	239605.086318
-4308	-3722	-586	242350.063849
-4308	-3722	-586	245135.244508
-4308	-3722	-586	247909.403315
-4308	-3722	-586	250687.327471
-4308	-3722	-586	253479.758715
-4308	-3722	-586	256301.960872
-4308	-3722	-586	259505.715789
-4308	-3722	-586	262350.322039
-4308	-3722	-586	265214.563258
-4308	-3722	-586	268106.114395
-4308	-3722	-586	271004.576630
-4308	-3722	-586	273913.584370
-4308	-3722	-586	276840.805863
-4308	-3722	-586	279787.732136
-4308	-3722	-586	282742.559636
-4308	-3722	-586	285711.040080
-4308	-3722	-586	288694.770660
-4308	-3722	-586	291700.173564
-4308	-3722	-586	294746.133839
-4308	-3722	-586	297759.254423
-4308	-3722	-586	300798.728984
-4308	-3722	-586	303881.234510
-4308	-3722	-586	307078.524066
-4308	-3722	-586	310046.044047
-4308	-3722	-586	313154.485358
-4308	-3722	-586	316283.261053
-4308	-3722	-586	319414.561168
-4308	-3722	-586	322576.622256
-4308	-3722	-586	325736.954434
-4308	-3722	-586	328919.165975
-4308	-3722	-586	332116.135459
-4308	-3722	-586	335324.578079
-4308	-3722	-586	338552.462730
-4308	-3722	-586	341805.261203
-4308	-3722	-586	345060.851718
-4308	-3722	-586	348332.752614
-4308	-3722	-586	351614.574297
-4308	-3722	-586	354957.017183
-4308	-3722	-586	358237.529950
-4308	-3722	-586	361686.167450
-4308	-3722	-586	364928.911908
-4308	-3722	-586	368282.296056
-4308	-3722	-586	371657.817724
-4308	-3722	-586	375064.162849
-4308	-3722	-586	378485.078070
-4308	-3722	-586	381931.838544
-4308	-3722	-586	385335.764958
-4308	-3722	-586	388789.440157
-4308	-3722	-586	392273.152261
-4308	-3722	-586	395732.468193
-4308	-3722	-586	399240.126232
-4308	-3722	-586	402743.052726
-4308	-3722	-586	406279.103281
-4308	-3722	-586	409934.020909
-4308	-3722	-586	413431.179728
-4308	-3722	-586	416952.332906
-4308	-3722	-586	420534.994982
-4308	-3722	-586	424138.149162
-4308	-3722	-586	427750.401724
-4308	-3722	-586	431380.940202
-4308	-3722	-586	435030.290626
-4308	-3722	-586	438695.026324
-4308	-3722	-586	442370.353476
-4308	-3722	-586	446063.735183
