-30500	-30465	-35	0.000000	341455.838685
-30465	-29695	-770	10.876605	0.335148
-29695	-28924	-771	315.719244	0.317947
-28924	-28151	-773	704.084128	0.321516
-28151	-27381	-770	1167.127403	0.317859
-27381	-26621	-760	1711.221870	0.320460
-26621	-25858	-763	2324.811759	0.319773
-25858	-25202	-656	3020.368377	0.320404
-25202	-24542	-660	3638.588073	0.299668
-24542	-23765	-777	4319.473208	0.299517
-23765	-22985	-780	5258.470322	0.320954
-22985	-22209	-776	6277.379699	0.319772
-22209	-21430	-779	7370.643824	0.319835
-21430	-20650	-780	8547.409125	0.319730
-20650	-19882	-768	9817.385539	0.322588
-19882	-19113	-769	11127.100174	0.317862
-19113	-18347	-766	12525.448191	0.319862
-18347	-17582	-765	13995.918657	0.319699
-17582	-16812	-770	15557.257836	0.322570
-16812	-16042	-770	17178.811766	0.316957
-16042	-15272	-770	18891.783778	0.319466
-15272	-14501	-771	20692.383557	0.321010
-14501	-13730	-771	22671.255800	0.336766
-13730	-13064	-666	24525.910444	0.303538
-13064	-12395	-669	26200.812321	0.305555
-12395	-11727	-668	27883.919737	0.295095
-11727	-11058	-669	29663.513519	0.301796
-11058	-10390	-668	31479.334249	0.297456
-10390	-9720	-670	33369.080132	0.300156
-9720	-9050	-670	35339.125544	0.302281
-9050	-8380	-670	37331.276790	0.296628
-8380	-7711	-669	39412.808112	0.300904
-7711	-7037	-674	41546.803899	0.300219
-7037	-6357	-680	43751.989075	0.299491
-6357	-5687	-670	46053.025420	0.301434
-5687	-5016	-671	48362.314558	0.299064
-5016	-4341	-675	50743.722707	0.300128
-4341	-3656	-685	53202.247109	0.300381
-3653	-2971	-682	55747.100637	0.299015
-2969	-2286	-683	58360.245250	0.301093
-2283	-1529	-754	61024.771785	0.299515
-2283	-1527	-756	64036.529464	0.299768
-2283	-1527	-756	66705.779232	0.259905
-2283	-1527	-756	69423.208334	0.259634
-2283	-1527	-756	72198.151706	0.260238
-2283	-1527	-756	75041.661190	0.261809
-2283	-1527	-756	77896.238054	0.258188
-2283	-1527	-756	80820.556469	0.259877
-2283	-1527	-756	83338.500414	0.220498
-2283	-1527	-756	85899.732293	0.221053
-2283	-1527	-756	88469.051011	0.218632
-2283	-1527	-756	91096.904168	0.220486
-2283	-1527	-756	93758.696957	0.220256
-2283	-1527	-756	96448.668339	0.219572
-2283	-1527	-756	99207.049970	0.222112
-2283	-1527	-756	101972.216121	0.219719
-2283	-1527	-756	104752.026837	0.218028
-2283	-1527	-756	107595.766123	0.220167
-2283	-1527	-756	110478.529172	0.220347
-2283	-1527	-756	113381.840266	0.219142
-2283	-1527	-756	116362.291486	0.222149
-2283	-1527	-756	119328.001252	0.218363
-2283	-1527	-756	122400.958049	0.223480
