0	0	0	0.000000	0.000000
-257490964	-1068374261	-1550797855	0.000000	0.000000
-2096850427	-1063333858	-2096850427	0.000000	312.760630
1843653487	-1063356277	1843653487	0.000000	312.760630
-718441675	-1063333305	-718441675	0.000000	312.760630
1863412509	-1063356089	-696842513	0.000000	312.760630
-2125777467	-1063345393	-2125777467	0.000000	315.182695
1371164631	-1063352545	-1738465405	-1.#QNAN0	315.182695
-1528082796	-1063542145	-1028535835	0.000000	334.973265
794689633	-1063537815	1504976700	-1.#QNAN0	338.068197
-813152227	-1063343209	1089268537	0.000000	341.693669
-1254696694	-1063354994	2010146475	-1.#QNAN0	361.288080
-985102026	-1063336178	-985102026	0.000000	396.509218
1062048585	-1063364340	-1101090687	0.000000	396.509218
1748300672	-1063366088	-968885619	-1.#QNAN0	420.931841
1730405568	-1063346209	-150220150	0.000000	446.512205
371470741	-1063342750	-1846770162	-1.#QNAN0	462.877787
58504324	-1063328909	133351072	0.000000	485.913878
-1847151227	-1063356452	606027520	0.000000	492.036776
-674276135	-1063295248	1036866890	-1.#QNAN0	563.637859
-695693330	-1063317818	818286167	0.000000	597.007444
-251757427	-1063282953	53050359	-1.#QNAN0	604.022767
2041682974	-1063413261	377543935	0.000000	611.722659
581847751	-1063226792	1481350494	-1.#QNAN0	1225.129837
867862144	-1063563635	565561227	0.000000	2009.768554
1020612916	-1063500200	1603532151	0.000000	2065.117378
-1397974769	-1063531163	-1600718158	-1.#QNAN0	2081.101753
-419629231	-1063514907	-659347884	-1.#QNAN0	2097.387141
-211969047	-1063524620	-211969047	0.000000	2114.360906
-1589245242	-1063578128	-955983870	0.000000	2114.360906
191679083	-1063537391	788113097	0.000000	2132.201067
-555361380	-1063563195	-555361380	0.000000	2141.521356
1527513289	-1063552293	1527513289	0.000000	2141.521356
1285028776	-1063547915	1285028776	0.000000	2141.521356
1005731147	-1063559552	221018414	-1.#QNAN0	2141.521356
-1399067613	-1063535061	-1587920871	-1.#QNAN0	2162.201558
-153367342	-1063551745	367525222	-1.#QNAN0	2183.495818
-412268423	-1063546442	-452009118	-1.#QNAN0	2194.422593
-1958209486	-1063545042	-1958209486	0.000000	2205.567937
1396603455	-1063540515	-1877408118	-1.#QNAN0	2205.567937
-996664866	-1063537801	-404331010	-1.#QNAN0	2256.283669
-317692229	-1063529089	458006298	-1.#QNAN0	2268.266790
-1011324266	-1063272952	1564116646	-1.#QNAN0	2338.881863
1281462230	-1063941262	1171167294	-1.#QNAN0	4136.123333
-281554529	-1063960276	441633919	0.000000	4191.181733
1289829797	-1063956898	1191162878	-1.#QNAN0	4277.690619
170948273	-1063941281	1583937089	0.000000	4334.329049
-1447857947	-1063934702	111146120	-1.#QNAN0	4376.878656
187983904	-1063630276	-1205586438	-1.#QNAN0	4400.192951
637487826	-1064595169	-1051076577	0.000000	5934.899355
-475500260	-1064509594	1215984481	-1.#QNAN0	6070.842145
-1779772898	-1064609098	-525943822	0.000000	6147.314062
-962238795	-1064532844	-1007193754	-1.#QNAN0	6210.690081
-519068437	-1064573656	-519068437	0.000000	6274.737018
-559703788	-1064613001	1916979889	0.000000	6274.737018
-980524593	-1064584202	-794264144	-1.#QNAN0	6289.367527
-2027368798	-1064588884	622068186	0.000000	6322.460512
1788637265	-1064559994	1526552117	-1.#QNAN0	6356.314551
1820795933	-1064598672	1263952851	0.000000	6440.204481
-18522302	-1064616799	-2087399337	0.000000	6474.767708
-1897551238	-1064604080	-1897551238	0.000000	6490.537292
1386803244	-1064544778	-1107068885	-1.#QNAN0	6490.537292
1305502560	-1064724756	130875780	0.000000	6543.379141
