0	0	0	0.000000	0.000000
0	0	-321863706	-1.#QNAN0	0.000000
0	0	1293628588	-1.#QNAN0	141.732032
0	0	889310588	-1.#QNAN0	726.042363
0	0	170845763	-1.#QNAN0	1414.916575
0	0	1893414188	-1.#QNAN0	2239.537671
0	0	927183895	-1.#QNAN0	3171.225476
0	0	1262966904	-1.#QNAN0	4216.839422
0	0	-1556497103	-1.#QNAN0	5313.802418
0	0	-368881721	-1.#QNAN0	6398.060414
0	0	-660708722	-1.#QNAN0	7692.353733
0	0	-31313612	-1.#QNAN0	9173.691212
0	0	307711109	-1.#QNAN0	10824.858165
0	0	1004623084	-1.#QNAN0	12571.123488
0	0	-791677400	-1.#QNAN0	14428.871038
0	0	789175940	-1.#QNAN0	16383.210845
0	0	-310450605	-1.#QNAN0	18505.281242
0	0	-2072087412	-1.#QNAN0	20766.657495
0	0	-315994390	-1.#QNAN0	23152.547037
0	0	513292048	-1.#QNAN0	25599.619331
0	0	-707350971	-1.#QNAN0	28231.367240
0	0	1661197283	-1.#QNAN0	30967.343529
0	0	1881730030	-1.#QNAN0	33965.168146
0	0	-284564512	-1.#QNAN0	36856.601196
0	0	-1020940282	-1.#QNAN0	39688.342207
0	0	-347824164	-1.#QNAN0	42337.538185
0	0	-1718052659	-1.#QNAN0	45252.022612
0	0	1967621705	-1.#QNAN0	48145.393162
0	0	-880561491	-1.#QNAN0	51197.841977
0	0	-1124134311	-1.#QNAN0	54349.914636
0	0	1880323655	-1.#QNAN0	57516.543109
0	0	1528057695	-1.#QNAN0	60865.633803
0	0	-2139102367	-1.#QNAN0	64214.954546
0	0	1474329961	-1.#QNAN0	67647.060257
0	0	1784698333	-1.#QNAN0	71203.514960
0	0	246176801	-1.#QNAN0	74884.590781
0	0	-223681366	-1.#QNAN0	78692.714393
0	0	-287101748	-1.#QNAN0	82597.215369
0	0	2126185164	-1.#QNAN0	86516.661314
0	0	693637620	-1.#QNAN0	90551.325944
0	0	1801062565	-1.#QNAN0	94655.399025
0	0	1837650992	-1.#QNAN0	98869.463152
0	0	1274067237	-1.#QNAN0	102612.062033
0	0	-311279120	-1.#QNAN0	105764.423570
0	0	-872252801	-1.#QNAN0	108987.175265
0	0	-1636873065	-1.#QNAN0	112282.035460
0	0	-916057332	-1.#QNAN0	115567.064391
0	0	-745417011	-1.#QNAN0	118967.164770
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
0	0	0	0.000000	120912.243161
