0.000001	0.000000	0.000000	0.000007	0.000001	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000007	4.068750	0.000000	0.000000	0.000007	0.375000	0.000000	0.000000	0.000007	1207932.796687	0.000000	0.000027	0.000007	0.000001	0.000000	4.068750	0.000001	0.375000	1207932.796687	0.000003
0.002006	0.000000	7.323477	0.010690	0.002001	0.000000	7.305019	0.010690	0.000142	0.000000	0.519626	0.010690	4.068750	0.000000	14851.852932	0.010690	0.000000	0.000000	0.000021	0.010690	0.000012	0.000000	0.043523	0.010690	0.002001	0.000142	4.068750	0.002006	0.000000	0.000012	341455.092982
0.007266	0.000000	63.635867	0.022699	0.007247	0.000000	63.475481	0.022699	0.000516	0.000000	4.515182	0.022699	4.068750	0.000000	46387.321434	0.022699	0.000000	0.000000	0.000141	0.022699	0.000012	0.000000	0.135879	0.022699	0.007247	0.000516	4.068750	0.007266	0.000000	0.000012	341455.269297
0.017249	0.000000	263.126860	0.033871	0.017206	0.000000	262.463683	0.033871	0.001224	0.000000	18.669749	0.033871	4.068750	0.000000	93443.841510	0.033871	0.000000	0.000000	0.000479	0.033871	0.000012	0.000000	0.273691	0.033871	0.017206	0.001224	4.068750	0.017249	0.000000	0.000012	341455.280468
0.034317	0.000000	790.779551	0.045031	0.034230	0.000000	788.786494	0.045031	0.002435	0.000000	56.108508	0.045031	4.068750	0.000000	156004.701149	0.045031	0.000000	0.000000	0.001248	0.045031	0.000012	0.000000	0.456909	0.045031	0.034230	0.002435	4.068750	0.034317	0.000000	0.000012	341455.291629
0.061758	0.000000	1947.258240	0.054842	0.061602	0.000000	1942.350430	0.054842	0.004382	0.000000	138.164617	0.054842	4.068750	0.000000	232196.036762	0.054842	0.000000	0.000000	0.002752	0.054842	0.000012	0.000000	0.680046	0.054842	0.061602	0.004382	4.068750	0.061758	0.000000	0.000012	341455.301440
0.105288	0.000000	4373.013588	0.067474	0.105023	0.000000	4361.991977	0.067474	0.007471	0.000000	310.280237	0.067474	4.068750	0.000000	325936.719979	0.067474	0.000000	0.000000	0.005690	0.067474	0.000012	0.000000	0.954579	0.067474	0.105023	0.007471	4.068750	0.105288	0.000000	0.000012	341455.314072
0.172538	0.000000	8962.125259	0.077895	0.172103	0.000000	8939.537391	0.077895	0.012242	0.000000	635.893370	0.077895	4.068750	0.000000	434156.234328	0.077895	0.000000	0.000000	0.010928	0.077895	0.000012	0.000000	1.271515	0.077895	0.172103	0.012242	4.068750	0.172538	0.000000	0.000012	341455.324493
0.275802	0.000000	17498.252029	0.090642	0.275107	0.000000	17454.149969	0.090642	0.019569	0.000000	1241.560694	0.090642	4.068750	0.000000	560084.875223	0.090642	0.000000	0.000000	0.020288	0.090642	0.000012	0.000000	1.640315	0.090642	0.275107	0.019569	4.068750	0.275802	0.000000	0.000012	341455.337240
0.432806	0.000000	32554.580907	0.101881	0.431715	0.000000	32472.531334	0.101881	0.030709	0.000000	2309.858608	0.101881	4.068750	0.000000	701627.498325	0.101881	0.000000	0.000000	0.036284	0.101881	0.000012	0.000000	2.054842	0.101881	0.431715	0.030709	4.068750	0.432806	0.000000	0.000012	341455.348479
0.670198	0.000000	58172.143847	0.111944	0.668509	0.000000	58025.528550	0.111944	0.047553	0.000000	4127.512119	0.111944	4.068750	0.000000	857150.907104	0.111944	0.000001	0.000000	0.062858	0.111944	0.000012	0.000000	2.510315	0.111944	0.668509	0.047553	4.068750	0.670198	0.000001	0.000012	341455.358542
1.028531	0.000000	101690.475612	0.123914	1.025938	0.000000	101434.178039	0.123914	0.072978	0.000000	7215.286264	0.123914	4.068750	0.000000	1029304.452493	0.123914	0.000001	0.000000	0.107261	0.123914	0.000012	0.000000	3.014490	0.123914	1.025938	0.072978	4.068750	1.028531	0.000001	0.000012	341455.370513
1.567915	0.000000	173412.159129	0.133966	1.563963	0.000000	172975.096411	0.133966	0.111249	0.000000	12304.184461	0.133966	4.068750	0.000000	1215422.740850	0.133966	0.000002	0.000000	0.179520	0.133966	0.000012	0.000000	3.559564	0.133966	1.563963	0.111249	4.068750	1.567915	0.000002	0.000012	341455.380564
2.379310	0.000000	292300.760733	0.146337	2.373314	0.000000	291564.054809	0.146337	0.168820	0.000000	20739.736453	0.146337	4.068750	0.000000	1418728.714843	0.146337	0.000002	0.000000	0.298257	0.146337	0.000012	0.000000	4.154974	0.146337	2.373314	0.168820	4.068750	2.379310	0.000002	0.000012	341455.392935
3.598304	0.000000	484551.410098	0.156472	3.589235	0.000000	483330.161501	0.156472	0.255312	0.000000	34380.576083	0.156472	4.068750	0.000000	1636114.419332	0.156472	0.000004	0.000000	0.488995	0.156472	0.000012	0.000000	4.791618	0.156472	3.589235	0.255312	4.068750	3.598304	0.000004	0.000012	341455.403069
5.428745	0.000000	793887.240314	0.166877	5.415063	0.000000	791886.351124	0.166877	0.385188	0.000000	56329.008849	0.166877	4.068750	0.000000	1867956.232770	0.166877	0.000005	0.000000	0.794454	0.166877	0.000012	0.000000	5.470600	0.166877	5.415063	0.385188	4.068750	5.428745	0.000005	0.000012	341455.413475
8.176437	0.000000	1290016.983975	0.177704	8.155830	0.000000	1286765.664509	0.177704	0.580146	0.000000	91531.107209	0.177704	4.068750	0.000000	2114839.780927	0.177704	0.000008	0.000000	1.282730	0.177704	0.000012	0.000000	6.193633	0.177704	8.155830	0.580146	4.068750	8.176437	0.000008	0.000012	341455.424302
12.300563	0.000000	2094344.267168	0.191502	12.269561	0.000000	2089065.745745	0.191502	0.872767	0.000000	148600.872726	0.191502	4.068750	0.087892	2375145.992326	0.191502	0.000012	0.000000	2.072509	0.191502	0.000012	0.000000	6.972807	0.191502	12.269561	0.872767	3.980858	12.300563	0.000012	0.000012	341455.438100
18.488875	0.000000	3374854.059069	0.202833	18.442276	0.000000	3366348.179816	0.202833	1.311849	0.000000	239457.412214	0.202833	4.068750	0.087892	2650853.836503	0.202833	0.000018	0.000000	3.327702	0.202833	0.000012	0.000000	7.798084	0.202833	18.442276	1.311849	3.980858	18.488875	0.000018	0.000012	341455.449431
27.773412	0.000000	5403029.046533	0.213866	27.703413	0.000000	5389411.416892	0.213866	1.970618	0.000000	383363.348742	0.213866	4.068750	0.087892	2941559.092708	0.213866	0.000027	0.000000	5.313351	0.213866	0.000012	0.000000	8.668252	0.213866	27.703413	1.970618	3.980858	27.773412	0.000027	0.000012	341455.460464
41.702675	0.000000	8634931.682440	0.226966	41.597569	0.000000	8613168.463953	0.226966	2.958947	0.000000	612677.869660	0.226966	4.068750	0.087892	3250070.383914	0.226966	0.000041	0.000000	8.474816	0.226966	0.000012	0.000000	9.591718	0.226966	41.597569	2.958947	3.980858	41.702675	0.000041	0.000012	341455.473564
62.598291	0.000000	13682656.200864	0.236156	62.440521	0.000000	13648170.851433	0.236156	4.441562	0.000000	970831.149653	0.236156	4.068750	0.087892	3571073.960492	0.236156	0.000061	0.000000	13.409442	0.236156	0.000012	0.000000	10.552578	0.236156	62.440521	4.441562	3.980858	62.598291	0.000061	0.000012	341455.482754
93.944002	0.000000	21648997.108153	0.248345	93.707228	0.000000	21594433.636035	0.248345	6.665648	0.000000	1536070.222244	0.248345	4.068750	0.087892	3908646.053775	0.248345	0.000092	0.000000	21.193998	0.248345	0.000012	0.000000	11.563033	0.248345	93.707228	6.665648	3.980858	93.944002	0.000092	0.000012	341455.494942
140.964108	0.000000	33998159.826260	0.256563	140.608827	0.000000	33912471.901020	0.256563	10.001885	0.000000	2412285.458735	0.256563	4.068750	0.087892	4257389.190987	0.256563	0.000138	0.000000	33.257641	0.256563	0.000012	0.000000	12.606925	0.256563	140.608827	10.001885	3.980858	140.964108	0.000138	0.000012	341455.503162
211.496248	0.000000	53288745.757154	0.267121	210.963199	0.000000	53154438.427408	0.267121	15.006381	0.000000	3781018.359851	0.267121	4.068750	0.087892	4620483.513178	0.267121	0.000207	0.000000	52.098282	0.267121	0.000012	0.000000	13.693775	0.267121	210.963199	15.006381	3.980858	211.496248	0.000207	0.000012	341455.513718
317.296738	0.000000	83547294.004040	0.279285	316.497033	0.000000	83336723.952037	0.279285	22.513286	0.000000	5927965.615567	0.279285	4.068750	0.087892	5000112.342881	0.279285	0.000310	0.000000	81.646821	0.279285	0.000012	0.000000	14.830118	0.279285	316.497033	22.513286	3.980858	317.296738	0.000310	0.000012	341455.525883
475.999870	0.000000	131017827.365429	0.292067	474.800174	0.000000	130687614.028774	0.292067	33.773815	0.000000	9296161.951230	0.292067	4.068750	1.230484	5283167.020296	0.292067	0.000465	0.000000	127.998835	0.292067	0.000012	0.000000	16.018467	0.292067	474.800174	33.773815	2.838266	475.999870	0.000465	0.000012	341455.538665
714.056411	0.000000	204627142.741523	0.301902	712.256725	0.000000	204111406.731138	0.301902	50.664739	0.000000	14518994.069693	0.301902	4.068750	1.230484	5575752.866961	0.301902	0.000697	0.000000	199.868597	0.301902	0.000012	0.000000	17.246831	0.301902	712.256725	50.664739	2.838266	714.056411	0.000697	0.000012	341455.548500
1071.143187	0.000000	318877878.015228	0.312376	1068.443510	0.000000	318074187.935777	0.312376	76.001264	0.000000	22625473.619145	0.312376	4.068750	1.230484	5878489.190297	0.312376	0.001046	0.000000	311.413839	0.312376	0.000012	0.000000	18.517810	0.312376	1068.443510	76.001264	2.838266	1071.143187	0.001046	0.000012	341455.558974
1606.775608	0.000000	496863201.403696	0.324410	1602.725939	0.000000	495610922.542905	0.324410	114.006212	0.000000	35254139.690262	0.324410	4.068750	1.230484	6192888.815952	0.324410	0.001569	0.000000	485.178564	0.324410	0.000012	0.000000	19.837755	0.324410	1602.725939	114.006212	2.838266	1606.775608	0.001569	0.000012	341455.571008
1780.000000	0.000000	700548930.854987	0.335125	1775.513742	0.000000	698783288.693159	0.335125	126.297074	0.000000	49706337.274430	0.335125	4.068750	1.230484	6517672.092417	0.335125	0.000507	0.000000	543.230329	0.335125	0.000012	0.000000	21.201293	0.335125	1775.513742	126.297074	2.838266	1780.000000	0.000507	0.000012	341455.581722
1780.000000	0.000000	911793142.180369	0.347561	1775.513742	0.000000	909495086.550286	0.347561	126.297074	0.000000	64694834.940960	0.347561	4.068750	1.230484	6854507.605014	0.347561	0.000000	0.000000	543.230329	0.347561	0.000012	0.000000	22.615431	0.347561	1775.513742	126.297074	2.838266	1780.000000	0.000000	0.000012	341455.594159
1780.000000	0.000000	1129098119.259578	0.357532	1775.513742	0.000000	1126252374.792060	0.357532	126.297074	0.000000	80113364.620149	0.357532	4.068750	1.230484	7201007.198471	0.357532	0.000000	0.000000	543.230329	0.357532	0.000012	0.000000	24.070141	0.357532	1775.513742	126.297074	2.838266	1780.000000	0.000000	0.000012	341455.604130
1780.000000	0.000000	1352949647.942086	0.368303	1775.513742	0.000000	1349539714.908112	0.368303	126.297074	0.000000	95996394.475765	0.368303	4.068750	1.230484	7557945.473543	0.368303	0.000000	0.000000	543.230329	0.368303	0.000012	0.000000	25.568675	0.368303	1775.513742	126.297074	2.838266	1780.000000	0.000000	0.000012	341455.614901
1780.000000	0.000000	1584067486.730786	0.380259	1775.513742	0.000000	1580075051.343952	0.380259	126.297074	0.000000	112394993.829771	0.380259	4.068750	1.230484	7926470.107711	0.380259	0.000000	0.000000	543.230329	0.380259	0.000012	0.000000	27.115853	0.380259	1775.513742	126.297074	2.838266	1780.000000	0.000000	0.000012	341455.626856
