0	0	0	0.000000	0.000000
340320226	1079647132	201221086	-1.#QNAN0	0.000000
-81934881	1084418964	1351473768	-1.#QNAN0	332.951506
1431514349	1084406791	-906299854	-1.#QNAN0	334.462653
276385740	1084424137	-2085727937	0.000000	336.259717
2144294518	1084409238	-415960504	-1.#QNAN0	340.499414
-1158199456	1084395870	1975653545	0.000000	345.343544
-176371197	1084398266	-515038985	-1.#QNAN0	350.813190
642646100	1084299822	-1255064067	-1.#QNAN0	362.122087
1828469271	1084307223	36129156	0.000000	365.217020
-787775027	1084418512	-1935035716	-1.#QNAN0	368.842491
826427302	1084427897	-977333708	0.000000	380.599138
-1070281528	1084421247	208263945	-1.#QNAN0	393.278747
1572155620	1084426459	1572155620	0.000000	411.406069
1487133171	1084416995	1487133171	0.000000	411.406069
-201923345	1084416071	2034512946	-1.#QNAN0	411.406069
1164396528	1084409938	869427101	0.000000	422.316457
-1398466683	1084405763	861287087	-1.#QNAN0	439.593525
-1181307737	1084393256	-38089754	-1.#QNAN0	457.962221
1385973295	1084422835	349021639	0.000000	489.550934
-1233445681	1084413068	-1233445681	0.000000	551.840825
-1386880576	1084407130	-1691688362	-1.#QNAN0	551.840825
550359884	1084351191	-1184280208	-1.#QNAN0	567.240609
903683310	1084479510	-57642800	0.000000	1101.265682
-882417823	1084294982	-882417823	0.000000	1712.378529
-1291005862	1084339745	-999546245	-1.#QNAN0	1712.378529
-501592322	1084312277	1595205478	0.000000	1728.362904
-1782986511	1084330533	-1782986511	0.000000	1736.505598
-2007126882	1084318469	404390258	-1.#QNAN0	1736.505598
844580955	1084313845	1760007436	0.000000	1754.147796
-2058068014	1084335474	-2058068014	0.000000	1763.067876
-255715693	1084319040	2070877460	-1.#QNAN0	1763.067876
-533083847	1084319933	1270133980	-1.#QNAN0	1772.637364
991001914	1084331255	2118417718	-1.#QNAN0	1782.452728
257178333	1084334019	1423771065	0.000000	1826.443129
1568149605	1084326055	1568149605	0.000000	1881.590332
1334203600	1084323693	1334203600	0.000000	1881.590332
-1619901160	1084329548	626934224	-1.#QNAN0	1881.590332
481228926	1084357061	-1376345829	0.000000	1941.032166
-1392368350	1084342129	372256902	-1.#QNAN0	2002.337612
-1307049656	1084351677	-714715800	0.000000	2037.448503
0	0	530038599	-1.#QNAN0	2061.414744
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
0	0	0	0.000000	7488.183122
