-30500	-30465	-35	0.000000
-30465	-30074	-391	1.993747
-30074	-29687	-387	46.998521
-29687	-29294	-393	113.964716
-29294	-28902	-392	204.670409
-28902	-28509	-393	318.937760
-28509	-28116	-393	452.342593
-28116	-27554	-562	610.483129
-27554	-27131	-423	918.594015
-27131	-26689	-442	1162.170018
-26689	-26293	-396	1423.521666
-26293	-25897	-396	1679.588554
-25897	-25501	-396	1958.365506
-25501	-25104	-397	2259.988013
-25104	-24706	-398	2586.368435
-24706	-24308	-398	2934.952812
-24308	-23909	-399	3307.509523
-23909	-23510	-399	3704.603430
-23510	-23113	-397	4123.481397
-23113	-22715	-398	4562.665458
-22715	-22311	-404	5026.414239
-22311	-21914	-397	5520.759386
-21914	-21512	-402	6029.206238
-21512	-21110	-402	6567.858545
-21110	-20708	-402	7130.011680
-20708	-20305	-403	7712.989674
-20305	-19903	-402	8324.154231
-19903	-19500	-403	8954.178629
-19500	-19096	-404	9609.028927
-19096	-18692	-404	10304.171592
-18692	-18289	-403	10993.861436
-18289	-17884	-405	11717.681099
-17884	-17480	-404	12485.868021
-17480	-17073	-407	13244.986294
-17073	-16663	-410	14064.521321
-16663	-16253	-410	14887.092784
-16253	-15838	-415	15738.013210
-15838	-15423	-415	16623.193879
-15423	-15008	-415	17539.493011
-15008	-14594	-414	18477.606627
-14594	-14178	-416	19434.738327
-14178	-13764	-414	20424.128111
-13764	-13348	-416	21430.952929
-13348	-12933	-415	22469.341803
-12933	-12519	-414	23523.332493
-12519	-12103	-416	24604.256434
-12103	-11689	-414	25720.071398
-11689	-11276	-413	26836.739998
-11276	-10862	-414	27985.323759
-10862	-10448	-414	29161.358689
-10448	-10033	-415	30361.066704
-10033	-9619	-414	31582.118125
-9619	-9206	-413	32832.365442
-9206	-8790	-416	34101.748637
-8790	-8377	-413	35395.758714
-8377	-7963	-414	36727.294599
-7963	-7551	-412	38054.008564
-7551	-7138	-413	39407.226404
-7138	-6723	-415	40793.426891
-6719	-6310	-409	42228.693762
-6306	-5897	-409	43629.020159
-5893	-5483	-410	45073.605334
-5475	-5069	-406	46543.243277
-5057	-4658	-399	48020.346193
-4633	-4249	-384	49534.137833
889	-3781	4670	50939.899387
889	-3796	4685	65719.758296
889	-3796	4685	77717.958704
889	-3796	4685	89965.917192
889	-3796	4685	102589.930148
889	-3796	4685	114562.590127
889	-3796	4685	127484.441832
889	-3796	4685	139763.941146
889	-3796	4685	152321.324947
889	-3796	4685	165134.595612
889	-3796	4685	178164.087230
889	-3796	4685	191204.272672
889	-3796	4685	204425.754407
889	-3796	4685	217951.389119
889	-3796	4685	231212.956136
889	-3796	4685	244801.945208
889	-3796	4685	258387.011804
889	-3796	4685	277435.288678
889	-3796	4685	306014.588239
889	-3796	4685	319811.850241
889	-3796	4685	334470.242694
889	-3796	4685	348639.558480
889	-3796	4685	363193.154278
889	-3796	4685	377867.131285
889	-3796	4685	392644.714910
889	-3796	4685	410154.789787
889	-3796	4685	424555.081553
889	-3796	4685	439732.347676
889	-3796	4685	455053.931252
889	-3796	4685	470452.149708
889	-3796	4685	486010.696741
889	-3796	4685	501663.008899
889	-3796	4685	517503.619935
889	-3796	4685	533519.386367
889	-3796	4685	549435.887900
889	-3796	4685	565546.576062
889	-3796	4685	581804.199791
889	-3796	4685	598514.855911
889	-3796	4685	614676.329261
889	-3796	4685	631568.079339
889	-3796	4685	648029.208681
889	-3796	4685	664913.247354
889	-3796	4685	681871.478193
889	-3796	4685	698951.519123
889	-3796	4685	716189.039550
889	-3796	4685	733532.675326
889	-3796	4685	750945.598790
889	-3796	4685	768628.818086
889	-3796	4685	786209.879178
889	-3796	4685	804043.269041
889	-3796	4685	821992.832541
889	-3796	4685	840034.377776
889	-3796	4685	858206.704134
889	-3796	4685	876496.789062
889	-3796	4685	894968.609553
889	-3796	4685	913515.945795
889	-3796	4685	932101.158633
889	-3796	4685	953309.359484
889	-3796	4685	972350.684645
889	-3796	4685	991218.712151
889	-3796	4685	1010767.973506
889	-3796	4685	1029814.398243
889	-3796	4685	1049060.596324
889	-3796	4685	1068562.174265
889	-3796	4685	1088222.307294
889	-3796	4685	1107972.003277
889	-3796	4685	1127883.712649
889	-3796	4685	1147869.927985
889	-3796	4685	1173152.377676
889	-3796	4685	1193292.787469
889	-3796	4685	1213665.119875
889	-3796	4685	1234244.260709
889	-3796	4685	1254820.406922
889	-3796	4685	1275542.895420
889	-3796	4685	1296435.292119
889	-3796	4685	1317458.785045
889	-3796	4685	1338522.278479
889	-3796	4685	1359731.871150
889	-3796	4685	1381279.686070
889	-3796	4685	1402733.909839
889	-3796	4685	1424119.679007
889	-3796	4685	1445863.795259
889	-3796	4685	1467729.464118
889	-3796	4685	1489707.548050
889	-3796	4685	1511748.544458
889	-3796	4685	1533932.089693
889	-3796	4685	1556189.554727
889	-3796	4685	1578608.346830
889	-3796	4685	1601177.001214
889	-3796	4685	1623845.150882
889	-3796	4685	1646613.708633
889	-3796	4685	1669496.977481
889	-3796	4685	1692582.373126
889	-3796	4685	1715688.842693
889	-3796	4685	1738921.113392
889	-3796	4685	1762322.753666
889	-3796	4685	1785823.051089
889	-3796	4685	1809452.098477
889	-3796	4685	1833194.672510
889	-3796	4685	1857052.334432
889	-3796	4685	1881100.982527
889	-3796	4685	1905197.650647
889	-3796	4685	1929396.461419
889	-3796	4685	1958138.724755
889	-3796	4685	1981309.993858
889	-3796	4685	2005855.729839
889	-3796	4685	2030584.679391
889	-3796	4685	2055462.488525
889	-3796	4685	2080334.732583
889	-3796	4685	2105419.827194
889	-3796	4685	2130609.922466
889	-3796	4685	2155867.472943
889	-3796	4685	2181307.416191
889	-3796	4685	2207159.158299
889	-3796	4685	2232552.385624
889	-3796	4685	2258345.753564
889	-3796	4685	2284258.469419
889	-3796	4685	2310410.180117
889	-3796	4685	2336553.662657
889	-3796	4685	2362821.157257
889	-3796	4685	2389125.556964
889	-3796	4685	2415644.939024
889	-3796	4685	2442265.608112
889	-3796	4685	2469116.481445
889	-3796	4685	2495880.197059
889	-3796	4685	2523068.744415
889	-3796	4685	2551662.464946
889	-3796	4685	2577260.708530
889	-3796	4685	2604640.516381
889	-3796	4685	2632075.477031
889	-3796	4685	2660026.883276
889	-3796	4685	2687404.511388
889	-3796	4685	2715385.444399
889	-3796	4685	2743232.295622
889	-3796	4685	2771270.134750
889	-3796	4685	2799448.275289
889	-3796	4685	2827783.827009
889	-3796	4685	2856379.811156
889	-3796	4685	2884794.882020
889	-3796	4685	2913503.379497
