749982641806.000000 0.000002 0.000005	0.000005	0.000000	0.000005	0.000000	0.000004	0.000000	0.000004	0.000000	-0.000003	0.000000	-0.000003	0.000000	2208271.263869
749982674903.000000 0.015928 0.015933	0.015936	0.000000	0.015936	0.000004	0.012208	0.000000	0.012208	0.000003	-0.010243	0.000000	-0.010243	0.000003	-19510.452589
749982705431.000000 0.014692 0.030623	0.046555	0.000000	0.046555	0.000025	0.035664	0.000000	0.035664	0.000019	-0.029925	0.000000	-0.029925	0.000016	-17882.004953
749982741997.000000 0.017598 0.048218	0.094768	0.000000	0.094768	0.000105	0.072597	0.000000	0.072597	0.000081	-0.060916	0.000000	-0.060916	0.000068	-16414.506345
749982778818.000000 0.017720 0.065936	0.160698	0.000000	0.160698	0.000293	0.123102	0.000000	0.123102	0.000225	-0.103294	0.000000	-0.103294	0.000188	-14191.484337
749982812408.000000 0.016166 0.082100	0.242789	0.000000	0.242789	0.000615	0.185988	0.000000	0.185988	0.000471	-0.156062	0.000000	-0.156062	0.000396	-11352.533029
749982845789.000000 0.016064 0.098162	0.340941	0.000000	0.340941	0.001153	0.261176	0.000000	0.261176	0.000883	-0.219153	0.000000	-0.219153	0.000741	-8340.275762
749982878110.000000 0.015555 0.113715	0.454645	0.000000	0.454645	0.001957	0.348278	0.000000	0.348278	0.001499	-0.292240	0.000000	-0.292240	0.001258	-4753.270904
749982906771.000000 0.013794 0.127506	0.582138	0.000000	0.582138	0.002981	0.445944	0.000000	0.445944	0.002284	-0.374191	0.000000	-0.374191	0.001916	-364.809231
749982940313.000000 0.016143 0.143647	0.725771	0.000000	0.725771	0.004664	0.555973	0.000000	0.555973	0.003573	-0.466516	0.000000	-0.466516	0.002998	2941.760178
749982970774.000000 0.014660 0.158304	0.884059	0.000000	0.884059	0.006716	0.677228	0.000000	0.677228	0.005145	-0.568262	0.000000	-0.568262	0.004317	8384.137047
749983006347.000000 0.017120 0.175423	1.059464	0.000000	1.059464	0.009898	0.811597	0.000000	0.811597	0.007582	-0.681010	0.000000	-0.681010	0.006362	12464.777960
749983040760.000000 0.016561 0.191981	1.251426	0.000000	1.251426	0.013876	0.958648	0.000000	0.958648	0.010630	-0.804401	0.000000	-0.804401	0.008920	18493.102977
749983069712.000000 0.013934 0.205912	1.457317	0.000000	1.457317	0.018058	1.116370	0.000000	1.116370	0.013833	-0.936745	0.000000	-0.936745	0.011607	25727.892974
749983103028.000000 0.016034 0.221944	1.679238	0.000000	1.679238	0.024033	1.286371	0.000000	1.286371	0.018411	-1.079394	0.000000	-1.079394	0.015448	30574.970091
749983135438.000000 0.015597 0.237538	1.916753	0.000000	1.916753	0.031135	1.468318	0.000000	1.468318	0.023851	-1.232065	0.000000	-1.232065	0.020013	37940.507003
749983171601.000000 0.017403 0.254939	2.000000	-0.003000	2.003000	0.040022	1.532089	-0.003000	1.535089	0.030662	-1.285575	0.000000	-1.285575	0.025717	38150.630529
749983207054.000000 0.017062 0.271999	2.000000	-0.003000	2.003000	0.049317	1.532089	-0.003000	1.535089	0.037786	-1.285575	0.000000	-1.285575	0.031683	36311.474270
749983237311.000000 0.014562 0.286559	2.000000	-0.003000	2.003000	0.057675	1.532089	-0.003000	1.535089	0.044191	-1.285575	0.000000	-1.285575	0.037047	36248.253963
