-30500	-30465	-35	0.000000	0.000006
-30465	-29800	-665	3.376100	0.310583
-29800	-29132	-668	125.870932	0.611708
-29132	-28464	-668	308.291620	0.911353
-28464	-27794	-670	549.352248	1.209671
-27794	-27124	-670	855.698188	1.512058
-27124	-26349	-775	1222.597726	1.813945
-26349	-25572	-777	1749.619483	2.132788
-25572	-24898	-674	2352.543925	2.449561
-24898	-24224	-674	2912.285442	2.751394
-24224	-23548	-676	3524.622227	3.049329
-23548	-22872	-676	4212.416968	3.352789
-22872	-22196	-676	4942.696582	3.648852
-22196	-21415	-781	5761.187960	3.954989
-21415	-20736	-679	6813.685037	4.270550
-20736	-20058	-678	7740.965123	4.569415
-20058	-19380	-678	8732.262084	4.869657
-19380	-18702	-678	9794.784007	5.172622
-18702	-18025	-677	10905.048784	5.471886
-18025	-17348	-677	12051.210730	5.765526
-17348	-16670	-678	13294.408167	6.068142
-16670	-15992	-678	14578.753569	6.365719
-15992	-15314	-678	15931.508810	6.665070
-15314	-14636	-678	17390.955871	6.973736
-14636	-13957	-679	18845.528191	7.268880
-13957	-13279	-678	20383.347323	7.568136
-13279	-12598	-681	21982.508188	7.867914
-12598	-11917	-681	23661.159950	8.169637
-11917	-11127	-790	25482.074218	8.484771
-11127	-10444	-683	27590.615097	8.788466
-10444	-9761	-683	29449.540042	9.087948
-9761	-9078	-683	31376.807893	9.388501
-9078	-8393	-685	33359.673723	9.688159
-8393	-7708	-685	35411.511351	9.988054
-7708	-7025	-683	37560.576029	10.292856
-7022	-6337	-685	39698.523580	10.588480
-6335	-5665	-670	41934.933087	10.888323
