0.909294 896419833146.000000 0.006712	0.906256	2.000000	0.125960	1.874040 0.801880	1.532089	0.121000	1.411089	0.614788	-1.285575	-0.035000	-1.250575	0.512669	-26972.801512
0.916172 896419847611.000000 0.006962	0.913217	2.000000	0.125960	1.874040 0.813796	1.532089	0.121000	1.411089	0.623760	-1.285575	-0.035000	-1.250575	0.520620	-26972.801512
0.922833 896419861234.000000 0.006557	0.919772	2.000000	0.125960	1.874040 0.825098	1.532089	0.121000	1.411089	0.632270	-1.285575	-0.035000	-1.250575	0.528162	-26972.801512
0.929566 896419875354.000000 0.006796	0.926566	2.000000	0.125960	1.874040 0.836900	1.532089	0.121000	1.411089	0.641156	-1.285575	-0.035000	-1.250575	0.536038	-26972.801512
0.936107 896419888914.000000 0.006527	0.933092	2.000000	0.185586	1.814414 0.847950	1.532089	0.179000	1.353089	0.649397	-1.285575	-0.049000	-1.236575	0.543569	-26972.801512
0.944093 896419904573.000000 0.007537	0.940626	2.000000	0.185586	1.814414 0.860813	1.532089	0.179000	1.353089	0.658989	-1.285575	-0.049000	-1.236575	0.552335	-30764.539078
0.951138 896419920096.000000 0.007472	0.948097	2.000000	0.185586	1.814414 0.873667	1.532089	0.179000	1.353089	0.668575	-1.285575	-0.049000	-1.236575	0.561095	-30764.539078
0.957731 896419933713.000000 0.006554	0.954648	2.000000	0.185586	1.814414 0.885019	1.532089	0.179000	1.353089	0.677041	-1.285575	-0.049000	-1.236575	0.568833	-30764.539078
0.964488 896419947925.000000 0.006841	0.961487	2.000000	0.185586	1.814414 0.896953	1.532089	0.179000	1.353089	0.685941	-1.285575	-0.049000	-1.236575	0.576966	-30764.539078
0.971309 896419961899.000000 0.006727	0.968212	2.000000	0.185586	1.814414 0.908770	1.532089	0.179000	1.353089	0.694753	-1.285575	-0.049000	-1.236575	0.585019	-30764.539078
0.977961 896419975872.000000 0.006726	0.974935	2.000000	0.185586	1.814414 0.920667	1.532089	0.179000	1.353089	0.703625	-1.285575	-0.049000	-1.236575	0.593127	-30764.539078
0.984663 896419989745.000000 0.006677	0.981610	2.000000	0.185586	1.814414 0.932560	1.532089	0.179000	1.353089	0.712494	-1.285575	-0.049000	-1.236575	0.601233	-30764.539078
0.991418 896420003966.000000 0.006845	0.988455	2.000000	0.185586	1.814414 0.944836	1.532089	0.179000	1.353089	0.721649	-1.285575	-0.049000	-1.236575	0.609599	-30764.539078
0.998110 896420017946.000000 0.006729	0.995181	2.000000	0.185586	1.814414 0.956987	1.532089	0.179000	1.353089	0.730710	-1.285575	-0.049000	-1.236575	0.617880	-30764.539078
1.004731 896420031514.000000 0.006531	1.001710	2.000000	0.185586	1.814414 0.968856	1.532089	0.179000	1.353089	0.739562	-1.285575	-0.049000	-1.236575	0.625970	-30764.539078
1.011524 896420045254.000000 0.006614	1.008321	2.000000	0.185586	1.814414 0.980956	1.532089	0.179000	1.353089	0.748585	-1.285575	-0.049000	-1.236575	0.634216	-30764.539078
1.018350 896420059913.000000 0.007056	1.015375	2.000000	0.185586	1.814414 0.993955	1.532089	0.179000	1.353089	0.758279	-1.285575	-0.049000	-1.236575	0.643075	-30764.539078
1.024776 896420073171.000000 0.006382	1.021754	2.000000	0.185586	1.814414 1.005785	1.532089	0.179000	1.353089	0.767102	-1.285575	-0.049000	-1.236575	0.651138	-30764.539078
1.031268 896420086778.000000 0.006550	1.028301	2.000000	0.185586	1.814414 1.018005	1.532089	0.179000	1.353089	0.776215	-1.285575	-0.049000	-1.236575	0.659466	-30764.539078
1.038209 896420100071.000000 0.006398	1.034699	2.000000	0.246455	1.753545 1.029614	1.532089	0.238000	1.294089	0.784782	-1.285575	-0.064000	-1.221575	0.667553	-39577.937215
1.046369 896420115777.000000 0.007560	1.042256	2.000000	0.246455	1.753545 1.043431	1.532089	0.238000	1.294089	0.794979	-1.285575	-0.064000	-1.221575	0.677179	-39577.937215
1.053815 896420133072.000000 0.008324	1.050578	2.000000	0.246455	1.753545 1.058766	1.532089	0.238000	1.294089	0.806295	-1.285575	-0.064000	-1.221575	0.687861	-39577.937215
1.060672 896420147597.000000 0.006991	1.057566	2.000000	0.246455	1.753545 1.071730	1.532089	0.238000	1.294089	0.815862	-1.285575	-0.064000	-1.221575	0.696892	-39577.937215
1.067416 896420161678.000000 0.006778	1.064343	2.000000	0.246455	1.753545 1.084379	1.532089	0.238000	1.294089	0.825198	-1.285575	-0.064000	-1.221575	0.705704	-39577.937215
1.074033 896420175413.000000 0.006611	1.070952	2.000000	0.246455	1.753545 1.096795	1.532089	0.238000	1.294089	0.834360	-1.285575	-0.064000	-1.221575	0.714353	-39577.937215
1.080856 896420189256.000000 0.006663	1.077613	2.000000	0.246455	1.753545 1.109386	1.532089	0.238000	1.294089	0.843652	-1.285575	-0.064000	-1.221575	0.723125	-39577.937215
1.087354 896420203266.000000 0.006743	1.084354	2.000000	0.246455	1.753545 1.122207	1.532089	0.238000	1.294089	0.853114	-1.285575	-0.064000	-1.221575	0.732056	-39577.937215
1.094016 896420216856.000000 0.006541	1.090894	2.000000	0.246455	1.753545 1.134720	1.532089	0.238000	1.294089	0.862348	-1.285575	-0.064000	-1.221575	0.740773	-39577.937215
1.101021 896420231130.000000 0.006871	1.097764	2.000000	0.246455	1.753545 1.147947	1.532089	0.238000	1.294089	0.872109	-1.285575	-0.064000	-1.221575	0.749987	-39577.937215
1.107680 896420245220.000000 0.006782	1.104543	2.000000	0.246455	1.753545 1.161082	1.532089	0.238000	1.294089	0.881803	-1.285575	-0.064000	-1.221575	0.759138	-39577.937215
1.114254 896420259137.000000 0.006699	1.111240	2.000000	0.246455	1.753545 1.174136	1.532089	0.238000	1.294089	0.891437	-1.285575	-0.064000	-1.221575	0.768232	-39577.937215
1.120762 896420272602.000000 0.006481	1.117718	2.000000	0.246455	1.753545 1.186839	1.532089	0.238000	1.294089	0.900811	-1.285575	-0.064000	-1.221575	0.777081	-39577.937215
1.127484 896420286494.000000 0.006687	1.124403	2.000000	0.246455	1.753545 1.200023	1.532089	0.238000	1.294089	0.910541	-1.285575	-0.064000	-1.221575	0.786266	-39577.937215
1.134388 896420300882.000000 0.006925	1.131327	2.000000	0.246455	1.753545 1.213762	1.532089	0.238000	1.294089	0.920680	-1.285575	-0.064000	-1.221575	0.795836	-39577.937215
1.142428 896420315272.000000 0.006927	1.138252	2.000000	0.306819	1.693181 1.227112	1.532089	0.297000	1.235089	0.930418	-1.285575	-0.077000	-1.208575	0.805365	-18133.828805
1.149436 896420331883.000000 0.007995	1.146244	2.000000	0.306819	1.693181 1.242628	1.532089	0.297000	1.235089	0.941736	-1.285575	-0.077000	-1.208575	0.816441	-18133.828805
1.157285 896420347183.000000 0.007365	1.153608	2.000000	0.306819	1.693181 1.257013	1.532089	0.297000	1.235089	0.952230	-1.285575	-0.077000	-1.208575	0.826709	-18133.828805
1.164193 896420362596.000000 0.007419	1.161024	2.000000	0.306819	1.693181 1.271598	1.532089	0.297000	1.235089	0.962868	-1.285575	-0.077000	-1.208575	0.837119	-18133.828805
1.170967 896420376595.000000 0.006738	1.167759	2.000000	0.306819	1.693181 1.284921	1.532089	0.297000	1.235089	0.972587	-1.285575	-0.077000	-1.208575	0.846629	-18133.828805
1.177686 896420390933.000000 0.006901	1.174659	2.000000	0.306819	1.693181 1.298647	1.532089	0.297000	1.235089	0.982599	-1.285575	-0.077000	-1.208575	0.856426	-18133.828805
1.184668 896420404932.000000 0.006738	1.181395	2.000000	0.306819	1.693181 1.312125	1.532089	0.297000	1.235089	0.992431	-1.285575	-0.077000	-1.208575	0.866047	-18133.828805
1.191641 896420419438.000000 0.006982	1.188376	2.000000	0.306819	1.693181 1.326174	1.532089	0.297000	1.235089	1.002679	-1.285575	-0.077000	-1.208575	0.876075	-18133.828805
1.198405 896420433532.000000 0.006784	1.195157	2.000000	0.306819	1.693181 1.339902	1.532089	0.297000	1.235089	1.012692	-1.285575	-0.077000	-1.208575	0.885874	-18133.828805
1.205580 896420448478.000000 0.007194	1.202350	2.000000	0.306819	1.693181 1.354548	1.532089	0.297000	1.235089	1.023376	-1.285575	-0.077000	-1.208575	0.896328	-18133.828805
1.212459 896420462866.000000 0.006925	1.209273	2.000000	0.306819	1.693181 1.368728	1.532089	0.297000	1.235089	1.033719	-1.285575	-0.077000	-1.208575	0.906449	-18133.828805
1.219664 896420477228.000000 0.006913	1.216184	2.000000	0.306819	1.693181 1.382963	1.532089	0.297000	1.235089	1.044103	-1.285575	-0.077000	-1.208575	0.916610	-18133.828805
1.226766 896420492176.000000 0.007194	1.223376	2.000000	0.306819	1.693181 1.397865	1.532089	0.297000	1.235089	1.054974	-1.285575	-0.077000	-1.208575	0.927247	-18133.828805
1.233651 896420506759.000000 0.007019	1.230393	2.000000	0.306819	1.693181 1.412488	1.532089	0.297000	1.235089	1.065640	-1.285575	-0.077000	-1.208575	0.937685	-18133.828805
1.240711 896420521319.000000 0.007008	1.237399	2.000000	0.367234	1.632766 1.426647	1.532089	0.355000	1.177089	1.075848	-1.285575	-0.094000	-1.191575	0.948018	-10180.216746
1.247936 896420536594.000000 0.007352	1.244750	2.000000	0.367234	1.632766 1.441589	1.532089	0.355000	1.177089	1.086620	-1.285575	-0.094000	-1.191575	0.958923	-10180.216746
1.254851 896420550886.000000 0.006879	1.251627	2.000000	0.367234	1.632766 1.455647	1.532089	0.355000	1.177089	1.096755	-1.285575	-0.094000	-1.191575	0.969182	-10180.216746
